id,dateSubmitted,employeeId,employeeName,problem,category,department,proposedSolution,status,implementationDate,createDate,createUserId,modifyDate,modifyUserId,deleted,deleteUserId,deleteDate
8258,2024-02-20 00:00:00,1874,Jessica Lee,Manual data entry errors,4,Design,Implement a clear communication plan using project management tools,5,NULL,2024-02-20 00:00:00,5,NULL,NULL,NULL,NULL,NULL
8259,2024-02-20 00:00:00,1668,David Wilson,Printer not connecting to the network,5,QA,Reconfigure email settings and ensure synchronization is enabled,4,NULL,2024-02-20 00:00:00,4,NULL,NULL,NULL,NULL,NULL
8260,2024-02-20 00:00:00,1284,Sarah Davis,Employee absence without notice,3,Design,Restart the system and check network settings,2,NULL,2024-02-20 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8261,2024-02-21 00:00:00,1284,Sarah Davis,Unable to access shared company drive,1,Engineering,Check backup and retrieve from last sync,4,NULL,2024-02-21 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8262,2024-02-21 00:00:00,1284,Sarah Davis,Manual data entry errors,1,Design,Assign more staff to handle customer service during peak hours,1,NULL,2024-02-21 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8263,2024-02-21 00:00:00,1961,Michael Brown,Missed deadline due to lack of resources,2,Design,Check permissions on the shared folder and ensure everyone has the correct access,3,2021-12-15 00:00:00,2024-02-21 00:00:00,7,NULL,NULL,NULL,NULL,NULL
8264,2024-02-21 00:00:00,1290,Emily Johnson,Unable to access shared company drive,2,Engineering,Implement an email template for quick replies,5,NULL,2024-02-21 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8265,2024-02-21 00:00:00,1917,John Smith,Printer not connecting to the network,4,HR,Restart printer and check network settings,5,NULL,2024-02-21 00:00:00,6,NULL,NULL,NULL,NULL,NULL
8266,2024-02-22 00:00:00,1874,Jessica Lee,Slow response times for customer emails,2,Design,Set up a reminder system for employees to notify HR of absences in advance,1,NULL,2024-02-22 00:00:00,5,NULL,NULL,NULL,NULL,NULL
8267,2024-02-22 00:00:00,1290,Emily Johnson,Cannot log into company CRM system,5,Finance,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,2,NULL,2024-02-22 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8268,2024-02-22 00:00:00,1538,James Harris,Team communication is unclear,2,Operations,Reconfigure email settings and ensure synchronization is enabled,3,2024-7-1 00:00:00,2024-02-22 00:00:00,3,NULL,NULL,NULL,NULL,NULL
8269,2024-02-22 00:00:00,1917,John Smith,Confusion with new company software,5,HR,Reset the password and check internet connectivity,4,NULL,2024-02-22 00:00:00,6,NULL,NULL,NULL,NULL,NULL
8270,2024-02-22 00:00:00,1290,Emily Johnson,Confusion with new company software,1,Engineering,Assign more staff to handle customer service during peak hours,3,2021-7-1 00:00:00,2024-02-22 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8271,2024-02-22 00:00:00,1284,Sarah Davis,Confusion with new company software,2,Engineering,Restart printer and check network settings,4,NULL,2024-02-22 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8272,2024-02-22 00:00:00,1284,Sarah Davis,Employee absence without notice,3,Design,Check backup and retrieve from last sync,1,NULL,2024-02-22 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8273,2024-02-22 00:00:00,1874,Jessica Lee,Cannot log into company CRM system,2,Engineering,Reset the password and check internet connectivity,2,NULL,2024-02-22 00:00:00,5,NULL,NULL,NULL,NULL,NULL
8274,2024-02-22 00:00:00,1668,David Wilson,Computer running slow,3,Finance,Clear cache and run a disk cleanup utility,2,NULL,2024-02-22 00:00:00,4,NULL,NULL,NULL,NULL,NULL
8275,2024-02-22 00:00:00,1961,Michael Brown,Confusion with new company software,5,QA,Reset the password and check internet connectivity,2,NULL,2024-02-22 00:00:00,7,NULL,NULL,NULL,NULL,NULL
8276,2024-02-22 00:00:00,1290,Emily Johnson,Employee absence without notice,1,HR,Reconfigure email settings and ensure synchronization is enabled,1,NULL,2024-02-22 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8277,2024-02-22 00:00:00,1290,Emily Johnson,Team communication is unclear,2,Engineering,Implement an email template for quick replies,2,NULL,2024-02-22 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8278,2024-02-23 00:00:00,1538,James Harris,Unable to access shared company drive,4,HR,Monitor workloads and encourage regular breaks and time-off,1,NULL,2024-02-23 00:00:00,3,NULL,NULL,NULL,NULL,NULL
8279,2024-02-23 00:00:00,1284,Sarah Davis,Customer service queries piling up,3,HR,Restart the system and check network settings,3,2022-8-11 00:00:00,2024-02-23 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8280,2024-02-23 00:00:00,1874,Jessica Lee,Lack of collaboration on shared projects,5,Engineering,Set up a reminder system for employees to notify HR of absences in advance,5,NULL,2024-02-23 00:00:00,5,NULL,NULL,NULL,NULL,NULL
8281,2024-02-24 00:00:00,1538,James Harris,Customer service queries piling up,5,Finance,Request additional resources from the project manager and adjust the timeline,4,NULL,2024-02-24 00:00:00,3,NULL,NULL,NULL,NULL,NULL
8282,2024-02-24 00:00:00,1538,James Harris,Team communication is unclear,2,Design,Monitor workloads and encourage regular breaks and time-off,1,NULL,2024-02-24 00:00:00,3,NULL,NULL,NULL,NULL,NULL
8283,2024-02-24 00:00:00,1538,James Harris,Computer running slow,2,Finance,Set up a reminder system for employees to notify HR of absences in advance,2,NULL,2024-02-24 00:00:00,3,NULL,NULL,NULL,NULL,NULL
8284,2024-02-25 00:00:00,1668,David Wilson,Confusion with new company software,3,Finance,Check permissions on the shared folder and ensure everyone has the correct access,5,NULL,2024-02-25 00:00:00,4,NULL,NULL,NULL,NULL,NULL
8285,2024-02-25 00:00:00,1538,James Harris,Missing important files from project folder,1,Engineering,Assign more staff to handle customer service during peak hours,1,NULL,2024-02-25 00:00:00,3,NULL,NULL,NULL,NULL,NULL
8286,2024-02-25 00:00:00,1874,Jessica Lee,Employee burnout from overwork,2,Operations,Restart printer and check network settings,4,NULL,2024-02-25 00:00:00,5,NULL,NULL,NULL,NULL,NULL
8287,2024-02-25 00:00:00,1917,John Smith,Missing important files from project folder,5,HR,Check permissions on the shared folder and ensure everyone has the correct access,4,NULL,2024-02-25 00:00:00,6,NULL,NULL,NULL,NULL,NULL
8288,2024-02-25 00:00:00,1284,Sarah Davis,Unable to access shared company drive,1,Operations,Reconfigure email settings and ensure synchronization is enabled,1,NULL,2024-02-25 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8289,2024-02-25 00:00:00,1668,David Wilson,Missed deadline due to lack of resources,3,Engineering,Restart the system and check network settings,1,NULL,2024-02-25 00:00:00,4,NULL,NULL,NULL,NULL,NULL
8290,2024-02-25 00:00:00,1668,David Wilson,Slow response times for customer emails,2,Finance,Restart the system and check network settings,2,NULL,2024-02-25 00:00:00,4,NULL,NULL,NULL,NULL,NULL
8291,2024-02-26 00:00:00,1874,Jessica Lee,Slow response times for customer emails,3,HR,Clear cache and run a disk cleanup utility,1,NULL,2024-02-26 00:00:00,5,NULL,NULL,NULL,NULL,NULL
8292,2024-02-26 00:00:00,1961,Michael Brown,Emails not syncing across devices,4,QA,Monitor workloads and encourage regular breaks and time-off,3,2021-6-15 00:00:00,2024-02-26 00:00:00,7,NULL,NULL,NULL,NULL,NULL
8293,2024-02-26 00:00:00,1668,David Wilson,Team communication is unclear,1,Finance,Reset the password and check internet connectivity,4,NULL,2024-02-26 00:00:00,4,NULL,NULL,NULL,NULL,NULL
8294,2024-02-26 00:00:00,1290,Emily Johnson,Emails not syncing across devices,2,Finance,Monitor workloads and encourage regular breaks and time-off,5,NULL,2024-02-26 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8295,2024-02-26 00:00:00,1284,Sarah Davis,Slow response times for customer emails,5,QA,Clear cache and run a disk cleanup utility,3,2020-8-17 00:00:00,2024-02-26 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8296,2024-02-26 00:00:00,1874,Jessica Lee,Unable to access shared company drive,5,Engineering,Implement an email template for quick replies,5,NULL,2024-02-26 00:00:00,5,NULL,NULL,NULL,NULL,NULL
8297,2024-02-26 00:00:00,1961,Michael Brown,Printer not connecting to the network,1,QA,Reset the password and check internet connectivity,1,NULL,2024-02-26 00:00:00,7,NULL,NULL,NULL,NULL,NULL
8298,2024-02-26 00:00:00,1538,James Harris,Printer not connecting to the network,1,QA,Clear cache and run a disk cleanup utility,2,NULL,2024-02-26 00:00:00,3,NULL,NULL,NULL,NULL,NULL
8299,2024-02-27 00:00:00,1874,Jessica Lee,Slow response times for customer emails,1,QA,Automate data entry using a workflow management tool,3,2024-8-11 00:00:00,2024-02-27 00:00:00,5,NULL,NULL,NULL,NULL,NULL
8300,2024-02-27 00:00:00,1917,John Smith,Employee burnout from overwork,5,Finance,Automate data entry using a workflow management tool,3,2024-9-16 00:00:00,2024-02-27 00:00:00,6,NULL,NULL,NULL,NULL,NULL
8301,2024-02-27 00:00:00,1961,Michael Brown,Employee absence without notice,4,Operations,Restart printer and check network settings,2,NULL,2024-02-27 00:00:00,7,NULL,NULL,NULL,NULL,NULL
8302,2024-02-27 00:00:00,1284,Sarah Davis,Confusion with new company software,2,HR,Set up a reminder system for employees to notify HR of absences in advance,5,NULL,2024-02-27 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8303,2024-02-27 00:00:00,1284,Sarah Davis,Confusion with new company software,4,Operations,Request additional resources from the project manager and adjust the timeline,3,2023-5-10 00:00:00,2024-02-27 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8304,2024-02-27 00:00:00,1874,Jessica Lee,Slow response times for customer emails,5,HR,Implement a clear communication plan using project management tools,2,NULL,2024-02-27 00:00:00,5,NULL,NULL,NULL,NULL,NULL
8305,2024-02-27 00:00:00,1668,David Wilson,Employee burnout from overwork,2,Design,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,3,2024-11-5 00:00:00,2024-02-27 00:00:00,4,NULL,NULL,NULL,NULL,NULL
8306,2024-02-28 00:00:00,1538,James Harris,Lack of collaboration on shared projects,1,Operations,Clear cache and run a disk cleanup utility,3,2021-8-25 00:00:00,2024-02-28 00:00:00,3,NULL,NULL,NULL,NULL,NULL
8307,2024-02-28 00:00:00,1668,David Wilson,Printer not connecting to the network,1,Operations,Restart printer and check network settings,3,2020-7-9 00:00:00,2024-02-28 00:00:00,4,NULL,NULL,NULL,NULL,NULL
8308,2024-02-28 00:00:00,1284,Sarah Davis,Customer service queries piling up,4,HR,Assign more staff to handle customer service during peak hours,1,NULL,2024-02-28 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8309,2024-02-28 00:00:00,1917,John Smith,Confusion with new company software,5,Finance,Implement a clear communication plan using project management tools,1,NULL,2024-02-28 00:00:00,6,NULL,NULL,NULL,NULL,NULL
8310,2024-02-28 00:00:00,1284,Sarah Davis,Cannot log into company CRM system,1,QA,Restart printer and check network settings,2,NULL,2024-02-28 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8311,2024-03-01 00:00:00,1668,David Wilson,Printer not connecting to the network,5,QA,Clear cache and run a disk cleanup utility,4,NULL,2024-03-01 00:00:00,4,NULL,NULL,NULL,NULL,NULL
8312,2024-03-01 00:00:00,1874,Jessica Lee,Missed deadline due to lack of resources,5,Engineering,Assign more staff to handle customer service during peak hours,4,NULL,2024-03-01 00:00:00,5,NULL,NULL,NULL,NULL,NULL
8313,2024-03-01 00:00:00,1284,Sarah Davis,Unable to access shared company drive,2,Engineering,Restart printer and check network settings,3,2023-4-2 00:00:00,2024-03-01 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8314,2024-03-01 00:00:00,1668,David Wilson,Team communication is unclear,3,Operations,Set up a reminder system for employees to notify HR of absences in advance,5,NULL,2024-03-01 00:00:00,4,NULL,NULL,NULL,NULL,NULL
8315,2024-03-01 00:00:00,1284,Sarah Davis,Employee absence without notice,5,Design,Monitor workloads and encourage regular breaks and time-off,1,NULL,2024-03-01 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8316,2024-03-02 00:00:00,1874,Jessica Lee,Unable to access shared company drive,4,Operations,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,3,2024-8-10 00:00:00,2024-03-02 00:00:00,5,NULL,NULL,NULL,NULL,NULL
8317,2024-03-02 00:00:00,1290,Emily Johnson,Printer not connecting to the network,1,Engineering,Schedule a training session for all employees,3,2022-8-28 00:00:00,2024-03-02 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8318,2024-03-02 00:00:00,1538,James Harris,Unable to access shared company drive,1,Finance,Clear cache and run a disk cleanup utility,4,NULL,2024-03-02 00:00:00,3,NULL,NULL,NULL,NULL,NULL
8319,2024-03-02 00:00:00,1917,John Smith,Missed deadline due to lack of resources,4,Design,Restart the system and check network settings,5,NULL,2024-03-02 00:00:00,6,NULL,NULL,NULL,NULL,NULL
8320,2024-03-02 00:00:00,1290,Emily Johnson,Team communication is unclear,5,Design,Assign more staff to handle customer service during peak hours,2,NULL,2024-03-02 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8321,2024-03-02 00:00:00,1290,Emily Johnson,Cannot log into company CRM system,5,Design,Implement an email template for quick replies,5,NULL,2024-03-02 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8322,2024-03-03 00:00:00,1668,David Wilson,Employee burnout from overwork,3,Operations,Automate data entry using a workflow management tool,3,2022-2-24 00:00:00,2024-03-03 00:00:00,4,NULL,NULL,NULL,NULL,NULL
8323,2024-03-03 00:00:00,1290,Emily Johnson,Confusion with new company software,4,Finance,Reset the password and check internet connectivity,1,NULL,2024-03-03 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8324,2024-03-03 00:00:00,1290,Emily Johnson,Employee absence without notice,4,Operations,Assign more staff to handle customer service during peak hours,4,NULL,2024-03-03 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8325,2024-03-03 00:00:00,1538,James Harris,Lack of collaboration on shared projects,1,QA,Assign more staff to handle customer service during peak hours,1,NULL,2024-03-03 00:00:00,3,NULL,NULL,NULL,NULL,NULL
8326,2024-03-03 00:00:00,1284,Sarah Davis,Emails not syncing across devices,3,Design,Reset the password and check internet connectivity,3,2020-5-3 00:00:00,2024-03-03 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8327,2024-03-03 00:00:00,1290,Emily Johnson,Difficulty accessing shared files,3,Operations,Monitor workloads and encourage regular breaks and time-off,4,NULL,2024-03-03 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8328,2024-03-04 00:00:00,1668,David Wilson,Missing important files from project folder,5,Operations,Monitor workloads and encourage regular breaks and time-off,4,NULL,2024-03-04 00:00:00,4,NULL,NULL,NULL,NULL,NULL
8329,2024-03-04 00:00:00,1917,John Smith,Manual data entry errors,4,HR,Schedule a training session for all employees,4,NULL,2024-03-04 00:00:00,6,NULL,NULL,NULL,NULL,NULL
8330,2024-03-04 00:00:00,1284,Sarah Davis,Customer service queries piling up,4,HR,Check backup and retrieve from last sync,2,NULL,2024-03-04 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8331,2024-03-04 00:00:00,1668,David Wilson,Cannot log into company CRM system,2,Engineering,Restart printer and check network settings,2,NULL,2024-03-04 00:00:00,4,NULL,NULL,NULL,NULL,NULL
8332,2024-03-04 00:00:00,1961,Michael Brown,Missed deadline due to lack of resources,2,QA,Request additional resources from the project manager and adjust the timeline,2,NULL,2024-03-04 00:00:00,7,NULL,NULL,NULL,NULL,NULL
8333,2024-03-04 00:00:00,1290,Emily Johnson,Confusion with new company software,5,QA,Check permissions on the shared folder and ensure everyone has the correct access,2,NULL,2024-03-04 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8334,2024-03-05 00:00:00,1961,Michael Brown,Manual data entry errors,2,Design,Restart printer and check network settings,5,NULL,2024-03-05 00:00:00,7,NULL,NULL,NULL,NULL,NULL
8335,2024-03-05 00:00:00,1961,Michael Brown,Computer running slow,5,Engineering,Implement an email template for quick replies,3,2024-1-15 00:00:00,2024-03-05 00:00:00,7,NULL,NULL,NULL,NULL,NULL
8336,2024-03-05 00:00:00,1668,David Wilson,Confusion with new company software,4,Engineering,Implement a clear communication plan using project management tools,4,NULL,2024-03-05 00:00:00,4,NULL,NULL,NULL,NULL,NULL
8337,2024-03-05 00:00:00,1961,Michael Brown,Missed deadline due to lack of resources,3,Engineering,Assign more staff to handle customer service during peak hours,4,NULL,2024-03-05 00:00:00,7,NULL,NULL,NULL,NULL,NULL
8338,2024-03-05 00:00:00,1917,John Smith,Printer not connecting to the network,3,QA,Restart printer and check network settings,5,NULL,2024-03-05 00:00:00,6,NULL,NULL,NULL,NULL,NULL
8339,2024-03-05 00:00:00,1284,Sarah Davis,Unable to access shared company drive,3,HR,Implement a clear communication plan using project management tools,5,NULL,2024-03-05 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8340,2024-03-05 00:00:00,1290,Emily Johnson,Missing important files from project folder,1,QA,Set up a reminder system for employees to notify HR of absences in advance,3,2022-2-14 00:00:00,2024-03-05 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8341,2024-03-05 00:00:00,1668,David Wilson,Cannot log into company CRM system,2,HR,Check backup and retrieve from last sync,5,NULL,2024-03-05 00:00:00,4,NULL,NULL,NULL,NULL,NULL
8342,2024-03-06 00:00:00,1538,James Harris,Printer not connecting to the network,4,Engineering,Clear cache and run a disk cleanup utility,2,NULL,2024-03-06 00:00:00,3,NULL,NULL,NULL,NULL,NULL
8343,2024-03-06 00:00:00,1874,Jessica Lee,Printer not connecting to the network,4,Engineering,Restart printer and check network settings,1,NULL,2024-03-06 00:00:00,5,NULL,NULL,NULL,NULL,NULL
8344,2024-03-06 00:00:00,1538,James Harris,Emails not syncing across devices,2,Design,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,1,NULL,2024-03-06 00:00:00,3,NULL,NULL,NULL,NULL,NULL
8345,2024-03-06 00:00:00,1668,David Wilson,Computer running slow,3,Operations,Request additional resources from the project manager and adjust the timeline,3,2022-2-6 00:00:00,2024-03-06 00:00:00,4,NULL,NULL,NULL,NULL,NULL
8346,2024-03-06 00:00:00,1538,James Harris,Employee burnout from overwork,4,QA,Implement a clear communication plan using project management tools,2,NULL,2024-03-06 00:00:00,3,NULL,NULL,NULL,NULL,NULL
8347,2024-03-06 00:00:00,1961,Michael Brown,Missed deadline due to lack of resources,1,Engineering,Restart the system and check network settings,4,NULL,2024-03-06 00:00:00,7,NULL,NULL,NULL,NULL,NULL
8348,2024-03-06 00:00:00,1668,David Wilson,Printer not connecting to the network,2,Finance,Implement a clear communication plan using project management tools,1,NULL,2024-03-06 00:00:00,4,NULL,NULL,NULL,NULL,NULL
8349,2024-03-06 00:00:00,1284,Sarah Davis,Computer running slow,4,Finance,Request additional resources from the project manager and adjust the timeline,3,2023-6-15 00:00:00,2024-03-06 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8350,2024-03-07 00:00:00,1917,John Smith,Difficulty accessing shared files,2,Design,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,2,NULL,2024-03-07 00:00:00,6,NULL,NULL,NULL,NULL,NULL
8351,2024-03-07 00:00:00,1284,Sarah Davis,Missing important files from project folder,4,Design,Assign more staff to handle customer service during peak hours,1,NULL,2024-03-07 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8352,2024-03-07 00:00:00,1284,Sarah Davis,Printer not connecting to the network,2,QA,Assign more staff to handle customer service during peak hours,5,NULL,2024-03-07 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8353,2024-03-08 00:00:00,1961,Michael Brown,Confusion with new company software,1,HR,Reconfigure email settings and ensure synchronization is enabled,1,NULL,2024-03-08 00:00:00,7,NULL,NULL,NULL,NULL,NULL
8354,2024-03-08 00:00:00,1668,David Wilson,Unable to access shared company drive,4,Design,Implement a clear communication plan using project management tools,3,2023-9-24 00:00:00,2024-03-08 00:00:00,4,NULL,NULL,NULL,NULL,NULL
8355,2024-03-08 00:00:00,1290,Emily Johnson,Employee absence without notice,1,HR,Request additional resources from the project manager and adjust the timeline,1,NULL,2024-03-08 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8356,2024-03-08 00:00:00,1668,David Wilson,Difficulty accessing shared files,2,Engineering,Reset the password and check internet connectivity,3,2024-6-3 00:00:00,2024-03-08 00:00:00,4,NULL,NULL,NULL,NULL,NULL
8357,2024-03-08 00:00:00,1290,Emily Johnson,Cannot log into company CRM system,5,HR,Implement a clear communication plan using project management tools,5,NULL,2024-03-08 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8358,2024-03-08 00:00:00,1917,John Smith,Emails not syncing across devices,3,HR,Restart printer and check network settings,3,2021-8-8 00:00:00,2024-03-08 00:00:00,6,NULL,NULL,NULL,NULL,NULL
8359,2024-03-09 00:00:00,1538,James Harris,Confusion with new company software,2,Engineering,Implement a clear communication plan using project management tools,4,NULL,2024-03-09 00:00:00,3,NULL,NULL,NULL,NULL,NULL
8360,2024-03-09 00:00:00,1874,Jessica Lee,Confusion with new company software,2,Operations,Implement an email template for quick replies,2,NULL,2024-03-09 00:00:00,5,NULL,NULL,NULL,NULL,NULL
8361,2024-03-09 00:00:00,1290,Emily Johnson,Employee absence without notice,5,Finance,Restart printer and check network settings,4,NULL,2024-03-09 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8362,2024-03-10 00:00:00,1284,Sarah Davis,Computer running slow,4,Operations,Request additional resources from the project manager and adjust the timeline,2,NULL,2024-03-10 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8363,2024-03-10 00:00:00,1290,Emily Johnson,Difficulty accessing shared files,1,HR,Implement a clear communication plan using project management tools,5,NULL,2024-03-10 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8364,2024-03-10 00:00:00,1874,Jessica Lee,Computer running slow,1,Finance,Set up a reminder system for employees to notify HR of absences in advance,5,NULL,2024-03-10 00:00:00,5,NULL,NULL,NULL,NULL,NULL
8365,2024-03-10 00:00:00,1917,John Smith,Emails not syncing across devices,5,Engineering,Assign more staff to handle customer service during peak hours,3,2020-10-25 00:00:00,2024-03-10 00:00:00,6,NULL,NULL,NULL,NULL,NULL
8366,2024-03-10 00:00:00,1284,Sarah Davis,Missed deadline due to lack of resources,5,Finance,Reconfigure email settings and ensure synchronization is enabled,1,NULL,2024-03-10 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8367,2024-03-11 00:00:00,1917,John Smith,Printer not connecting to the network,4,Engineering,Check permissions on the shared folder and ensure everyone has the correct access,4,NULL,2024-03-11 00:00:00,6,NULL,NULL,NULL,NULL,NULL
8368,2024-03-11 00:00:00,1874,Jessica Lee,Emails not syncing across devices,1,QA,Clear cache and run a disk cleanup utility,3,2021-7-3 00:00:00,2024-03-11 00:00:00,5,NULL,NULL,NULL,NULL,NULL
8369,2024-03-11 00:00:00,1874,Jessica Lee,Lack of collaboration on shared projects,1,QA,Check backup and retrieve from last sync,5,NULL,2024-03-11 00:00:00,5,NULL,NULL,NULL,NULL,NULL
8370,2024-03-12 00:00:00,1538,James Harris,Missing important files from project folder,4,Finance,Check permissions on the shared folder and ensure everyone has the correct access,5,NULL,2024-03-12 00:00:00,3,NULL,NULL,NULL,NULL,NULL
8371,2024-03-12 00:00:00,1290,Emily Johnson,Emails not syncing across devices,2,Design,Monitor workloads and encourage regular breaks and time-off,3,2021-10-18 00:00:00,2024-03-12 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8372,2024-03-12 00:00:00,1668,David Wilson,Printer not connecting to the network,3,QA,Implement a clear communication plan using project management tools,2,NULL,2024-03-12 00:00:00,4,NULL,NULL,NULL,NULL,NULL
8373,2024-03-13 00:00:00,1290,Emily Johnson,Team communication is unclear,1,QA,Monitor workloads and encourage regular breaks and time-off,3,2024-1-15 00:00:00,2024-03-13 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8374,2024-03-13 00:00:00,1284,Sarah Davis,Unable to access shared company drive,5,Operations,Automate data entry using a workflow management tool,3,2021-7-16 00:00:00,2024-03-13 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8375,2024-03-13 00:00:00,1961,Michael Brown,Confusion with new company software,2,QA,Check permissions on the shared folder and ensure everyone has the correct access,5,NULL,2024-03-13 00:00:00,7,NULL,NULL,NULL,NULL,NULL
8376,2024-03-13 00:00:00,1874,Jessica Lee,Team communication is unclear,3,Finance,Restart the system and check network settings,3,2024-6-26 00:00:00,2024-03-13 00:00:00,5,NULL,NULL,NULL,NULL,NULL
8377,2024-03-14 00:00:00,1961,Michael Brown,Employee burnout from overwork,2,Finance,Check backup and retrieve from last sync,4,NULL,2024-03-14 00:00:00,7,NULL,NULL,NULL,NULL,NULL
8378,2024-03-14 00:00:00,1961,Michael Brown,Difficulty accessing shared files,1,Design,Check backup and retrieve from last sync,4,NULL,2024-03-14 00:00:00,7,NULL,NULL,NULL,NULL,NULL
8379,2024-03-14 00:00:00,1290,Emily Johnson,Computer running slow,1,Finance,Schedule a training session for all employees,4,NULL,2024-03-14 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8380,2024-03-14 00:00:00,1284,Sarah Davis,Cannot log into company CRM system,5,Design,Reset the password and check internet connectivity,4,NULL,2024-03-14 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8381,2024-03-15 00:00:00,1290,Emily Johnson,Team communication is unclear,1,QA,Set up a reminder system for employees to notify HR of absences in advance,2,NULL,2024-03-15 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8382,2024-03-15 00:00:00,1917,John Smith,Employee burnout from overwork,1,Engineering,Set up a reminder system for employees to notify HR of absences in advance,4,NULL,2024-03-15 00:00:00,6,NULL,NULL,NULL,NULL,NULL
8383,2024-03-15 00:00:00,1917,John Smith,Missed deadline due to lack of resources,1,Engineering,Assign more staff to handle customer service during peak hours,3,2021-3-19 00:00:00,2024-03-15 00:00:00,6,NULL,NULL,NULL,NULL,NULL
8384,2024-03-15 00:00:00,1538,James Harris,Employee absence without notice,5,Engineering,Restart the system and check network settings,4,NULL,2024-03-15 00:00:00,3,NULL,NULL,NULL,NULL,NULL
8385,2024-03-15 00:00:00,1290,Emily Johnson,Manual data entry errors,2,QA,Request additional resources from the project manager and adjust the timeline,3,2022-5-28 00:00:00,2024-03-15 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8386,2024-03-15 00:00:00,1290,Emily Johnson,Cannot log into company CRM system,5,Design,Schedule a training session for all employees,5,NULL,2024-03-15 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8387,2024-03-15 00:00:00,1290,Emily Johnson,Confusion with new company software,2,Finance,Automate data entry using a workflow management tool,2,NULL,2024-03-15 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8388,2024-03-16 00:00:00,1290,Emily Johnson,Difficulty accessing shared files,1,HR,Reset the password and check internet connectivity,5,NULL,2024-03-16 00:00:00,2,NULL,NULL,NULL,NULL,NULL
8389,2024-03-16 00:00:00,1874,Jessica Lee,Missing important files from project folder,2,Engineering,Check permissions on the shared folder and ensure everyone has the correct access,2,NULL,2024-03-16 00:00:00,5,NULL,NULL,NULL,NULL,NULL
8390,2024-03-16 00:00:00,1284,Sarah Davis,Unable to access shared company drive,2,Finance,Check permissions on the shared folder and ensure everyone has the correct access,5,NULL,2024-03-16 00:00:00,1,NULL,NULL,NULL,NULL,NULL
8391,2024-03-16 00:00:00,1917,John Smith,Slow response times for customer emails,3,QA,Automate data entry using a workflow management tool,2,NULL,2024-03-16 00:00:00,6,NULL,NULL,NULL,NULL,NULL
8392,2024-03-16 00:00:00,1874,Jessica Lee,Printer not connecting to the network,1,Finance,Restart printer and check network settings,3,2024-12-18 00:00:00,2024-03-16 00:00:00,5,NULL,NULL,NULL,NULL,NULL
